Entry	Organism	AA_len	num_combinations
P40885	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	567	97419362708387970068220255143491338674990537906836290365855711486870784853541350184316360318328000069166511527146541090589118181291523153988741057456590703368448770473511661831466158721319819731225771392534926850227368532870296986314143563085570328023850740246267552986595812442112
P40884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	581	25068896899936254906426264841653994753153909727519470967276707033801567715128514609968721597875216338339167429815972104528690285820711867522420793262999245697022910550773815133159108869094647921784894817205372596364786762714405953396918903628907836534387900416
P40858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161	23360756163459957995407199450043979362038499678087984805279801168053440169222535643136
P40857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217	259935477452689574279664111651122808772279458950592654573242098495019061592903805462661277783598140628911995463139328
P40856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1058	594810707955586032117232856561450233862372210974174876397480625898901084652044720743669285986232469246232538771804614077147982110741578881895478176932463906260568870792029416855118438682717780206625345141782469120181531125733054512907805595605243370468777806998311974173110289550387627263999452205182648447928271194237166032502157590034346603907013213987528400521757536863435198028522594970520077641152785777283823565699789119857913234729692258438838967485044153356060520821844062088531542016
P40851	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1208	417590824185580455906922366581234145435053247336317031709844748964019565647161392429159143407567337679277876474160236111365318593687533550865510040932895915213747661600227097497887603648200525516183127269615090555583540696495116418027197026762981794349839195353901470816247771870602702300013151762879256509482821001045772824731582994759575158043004076997927376279801796878359654822025549334163960892765666241886653916341811169183981745270280971905116612963169865927489488211984721506310385026168727466559297879870163594161506728240379722302167645454402719035354622048338348797180408828518203392
P40850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	830	535182624653439238914063533329908377559387191043353285044556305663905987796554185975862933065106372054745917409027810582279098591322575410237977561029668475120371526989250604355961693430507046156931292919971487548146785856135649748739111407387431693251441986903120218647489736908768325668545693114708465797147909563882695405176364047203474558665379690067652978362688197524157103667427547203158902719621116198912
P40825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	983	120529499165557753461033495989647205159654564023783755698289004422371184288504601333550765694131556362090484496647278471599245987103692204074295962330570582586490666424807429207447133371768497410230562749722858500838572811184191023109137421062568560474095998275101195479534126811219009786784555211143939100585581529138060347306470573549551710358189092589636661479831636830883858311321579512205559653910210648090370231044006837214888170183925411974851885877850490048004227072
P40693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	322	7228386780005460523513572505472888050025726072083846043029529784534539781235911555632315645574200797139594242993031941560281791796760601446214003185443681775648768
P40586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	236	4447007162280709735368165422224768961260707487210689151374010769650640290295063081756295265917630614604535566434304
P40585	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124	5546377297949049978767635176976835386019666042567546537634240135168
P40583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	537	20161967043327782317213766927415161222838390599281483715991119437513828454237296801539833412884010223292334114335175415415962160728773134033866445524947242473655436285980803650175978475419974105893276506110803710550766962450059127955416747903983280067611638921471841009664
P40582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234	1335608550646533351459527587976839103156959617168701088966288055099999280302089334689470820908458303638627220979712
P40581	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163	1256212394260032174595830393840071022613886785494282458501213972538366885888
P40580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	263	748367984411705307218808785022989051337205173673819454029691759790529307633998958559777068607409106983982947571335870247659612491743232
P40579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254	3259690722487195833186147841360796031960854116248277020462655098880220056281982656238978117842917874267282812775111852803751936
P40578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1113	45533118066493960758830861097387087260923769500151470736245598154566719137133320566798806668616555784183619805622042251783942262720926413832765195472063039495756696024385847052645197207904784230590430251616738135471228179911335596797834764647007104383925831983126005911153144430101778327877295793964485198816273789349809461573023142949802616796343895941455943219887851296984740049144079241152947767650600177636058887324770143087821294088875839053972663728217124689401655787078551571898045044529172837827761519845200489443235618357248
P40577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368	71529257832104907993392255054893444276676441329738730476133773486465017468255516500404101807721696277879088277320843290614564243149391553939203845193851885641263106479160819712
P40576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216	224696080713364999376313659731990758057019345021454235765911348590262721007652194796835387726970748928
P40575	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	7014023130019852715832950278168818677313496147820544
P40574	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245	67538921277138279105904012350038678599146994962012341486492788564069099408856270554173734351124014959306383915220992
P40573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	187	5517717162784588238683198881302587749396045469965669659067867916689550354209686028766150656
P40572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265	6795306807954544862029831159947710027594674975266587329169442236655876607790515067594989866817241841815343485525350903935675894775820423528448
P40571	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144	655016066133186904392500179130610305418150520295142111001528491483070464
P40570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242	291061191264784434662208211036674858385907290483172421402460400337206624104284478743982189830517316380380433447877483692032
P40569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121	6855111101285904667361121358262995395928847495238819420598960128
P40568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576	15856016065818354503291057152260960070799241195774135801734328041482875138922745798228574270561197927924236902204840672296405953986250513344521656487075309793041792069256455376215195104381481076045861229253731583695860763813524900116234303887625378910131956420290942868912078848
P40567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111	2241955896230360335728471778960874017187220404419166208
P40566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	764	167088688981593490081111216367711357045445873849000502675051148878749933058069632181507937849785681404787321469094910278862143719292401835011809271991107239203715257473941442679276885899048842402324508408315184715480504888910817056854410017738431944637567745722998443506705950245004674016944734452489157807173026760652324782015699217920815021349767454331502592
P40565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148	10234626033331045381132815298915786022158601879611595484398882679422976
P40564	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	432	319550420692873257440066874026454774700327520182371422019713492832734172963348507048202260238469129731126723360505002314139895960075352804316952196329341739309829807527926847327622013528849939647430656
P40563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	679	23270781348797802157306702580856115681363770149799012779168268948321239124250732877762195635914145883954161804711781044502130790700807958441470526947441030447817837758096603433721091882932000976913973216183683422421540898681255630606273403744680215957639766208081185738966214723546067794849444257040704755295520057327809305279913707700224
P40562	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	993	1970618581066621392346493515875297457449843584163352480016335510008456243246424063776411067139486069685711077150799661589768597821437318336566217913737017206583142785350729351215178755100383507641195186449786633047262736200719522578044421538566132404943212054579838559375442083767252513148123600918277482033387171420783075398881041912104872139896453108469588680508503851177812405727579842625044803925783693343955135686474785708742443643100812271545969744516363583488
P40561	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250	7403319143098831306637405098585643922297965906666659661241862769898500281074461569018456702412687089334015213174784
P40560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513	675442324091540165566728432617373873081102290510245726230866012189652354552783792776610944511774229094276539374932457121981134239642976230044898276568378201966098662199424087186592206774574061082986185210247870178692531397583106576054052202104225792
P40559	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	946	20020177643221098049913679595315636183072762153701960309320316489140885923528716065808565435991811884950503956639697495252012860793738060954873935931236929513912536263050559873554309567404698377296951653185348650058697891665119291891974699883045765993441999639428058834815602149604049321318592654820058630412472346661738504721220708367478714031118333300637255890199753819402057633673203194280592831788088594047146264238904832736366954661959747097551929399381590016
P40558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293	109835788004504442965382637050499150944734736546557760730958812921841116649530920776965687071307819003500691671655109452706003698313400624428875776
P40557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	701	281511610571403824797233196349217720169772900002074758075988537575556804449476559114997701908976871094276049552540009009498887985597271625648390178323033957694170319132065561872699731856325361216490676012362090838223463620475657556330760084427770758208653448211118692279985640261875100953564388033575085222608649502655628439453696
P40556	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373	21500192163553434028070847029719094626871728396884983723774801746130413380817043689273025979580566898166962697739005790256223112358584131592461554109154683386735437619667950050312448238419968
P40555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220	10189884572193400203396053985418999505286862313603981696825317803192133181015696218028799597995439938649194496
P40554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	99	7423943599827952966850571430262174928146006016
P40553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215	1413665505180584505516104832402791646722382700351298380334857549556299937659919446867718781127176480167559168
P40552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269	1773026445766893562346714638258912448045580983673065788713877530876633508027804622834679434224460546160822111636285414313161763584849422715380849952423936
P40551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	113	517129897330103701032931758108830663440969443986513068032
P40550	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1411	49489560566409103631710110784787741278339436113990741408132910334083781242535962841228661420699291094697443191461133880660155001269136156502693472177206983351250926387544115756552986813992166283123352113206518590516394045307692601437985457690976136856369624378549655225885223236161331024549952632015301513202594725671117778641302627914802313887731377572241223258840437791868125397824838196699142344355248515003056111320263587954034337461126652926178972710868429232630096524162949622244997773955832400146302841428274805880305788195452841001115308407187943690228640649669506860784192633390661744742996818016391724087157692815494542249812842447266812326699644480783734872099702362405417183608832
P40549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630	223294375682786884748981122335330912615021650497075806080492265262079058218104692658104613697833746150622036704413805602631911937301217944356226005886672310880529528977348328034777367123140385628987090686310390818063099492019288426578592993150399881070917333632528369884942515176108349575656918648028047343616
P40548	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159	8354457436845287559774112504736416111721455935748094846706319273014106811006976
P40547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	921	480100223014341096348251402291326940868078823632061727579099881430483449604973719161932225649084423307811781382234379453248205075360501977305457428485088919312707459765445886810978456011801945801502795273311730951690672841676939769225033757786601002435608256626193924656594854062871508371658892215931031995822978117753389806197502954462952543615190669538966536076601479553587697876416916505327498095459752426770582486926058226723330846994842221805568
P40546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	346	727633238038176554294761709135878949754602471209093531047910293441416600222325810754436256995866864805898928602303500270737347851047684264518268282001260229911937525219328
P40545	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261	42974438235915179441418941267940182061983916571632558375240081870002901132623794784400590420780655568953435519984384778174464
P40544	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	346	1877213842545761205378586341660623551597096526257663242615654751378787918436897775036605247841848197116658792750008211318888623997212631941580465713267448886769308966439096552521728
P40543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	189	350016121611456746041839557192062695809454758779875210836492238077171983294505737519104
P40541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1150	4915129339876347448485400742324271479700043695523068295653787533456578913187674459224208614137555476401147905863496590611681414471143281475977975655983599616459984059118165518691902048270848173792555242888137894917577465489764291264920828113554839056009515538255348669904010957584011877314423320778346224672818976571482865357684920178472516271901154252598135113453822639552867363901836501697229937502763301896585690241057535571554819598861075886631944256318300641452662690888092889723523936044281950646384417976892047297216623322913350178114720734642176
P40540	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	141	1439244285937178256721802151410032409366053389320380614993592876793856
P40538	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142	56923235918413788473860338996197570878247228776831459870352062021632
P40537	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1034	652306476833988222274432808738520345443849196685604012075631202477563499506970465278515304830572660132024581087776117666147982378778646749379231160632927186801877944253036206914184160579556598993326904661390253373755002976601979225250488292226864303797951137729640079509814334374085104403724362651976647910630439315594477873801900778324920058149435866617925699469524097464960014494212542387829285136321258407126860040171324114800353197675407401264423490067087274265361713787711959147545930877973273262155628544
P40535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	587	32321406481938127157353843370486982380233660704578517072422144534268041515568534998751744760973590550947788528430570816871295273716176385937768553078717837200770459272619805115796516275924604511147161529529667890661035422361575652931361294786278181150441103195945663659680812268794150912
P40534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	656	336346277455486814666457100896995551464593495187566416838575316556131660794220384798717065891662657701973332460009386256899049397924233163206872324208271136946800468463497313255160050371296573665527560853692564537810771155953035674826879038787316513763502444945618237283663113933432476032462381732497528511706614477094912
P40533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	473	7009961805851539292000086091380710355545545697423452638459094135252364190086004331893344097066937441320150393428017780420479649885320069676776791755344345208027703906789486723110132346183619285556622426290239397953536
P40532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138	208223999701559354271094061257238485151338742667879139900693413888
P40531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	326	9782023810608279127312453270248620046452648690143735465183066535425401295243870278836376940267623758873329971121715069067390031758335894855144450819403867488256
P40530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394	51658725873440215084780088145258903752528836674302628739631277193491812326003646354487423139170446564528848483837506221876616152411378352311330660343077591931288283528799348247106923666604032
P40529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298	453894770116324751960758947394281586699668731820304841910752647904418178055117983445677935161461899817170460578889066064169411477721452215137497587820527616
P40528	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	902	35562979482543784914685289058616810434672505454226794635488880105961737007775831049032016714746994319097168991276620700240607783360037183504107957665562142171311663686329324948961367111985329318629836686911980070495605395679773316238891389465674148328563574564903253678266285486138630249752510534513409777468368749463214059718333552182440929156680790336219743413081591078043533176030882704098333192256277957538561665698226535312839321999617942355968
P40527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1151	6684780111437165161084970032207897658178859544937066375196610537515077819721945620556049588166964259843652853244601289662790149113032291114544301960760452048119815915553734406089925741011118586081237763449593084542506001780748212924539158432127375803617211351806136458345004734226627816122138310243395247856226351973697344726116255305000105605300172421935795227233352734583383420881724479675578372158659300944713711709827420098938880472619753106389585692082823217405740222902457042341320401294453375516325811663012339670723842592496230841089467090976715444308313706192959438848
P40526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	253	14718353573093296844153146079089138517884892121223138741536762960261707806557397838708037648713567011037509325956866335834112
P40525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121	84631001250443267498285448867444387604059845620232338525913088
P40524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105	205257192648043243627484598903888612413380774330368
P40523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627	633716515907362553234649246897251947469804746871614162542728526311075211480075749576829427949539470110715826523584925736946870984784565161256751828973604002446444019306162253049218772895946738738156808455723328582013334834105706110697378847959133600756983009217757037611640004650013424423909024303590013658988544
P40522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640	4587068351504654920336224141834222927773694189671706377805672076923718536876181027177721068821343906843526068116761741815314203683296092192031661570016110431232679545445944248256044935954984761628993663482635413581093512013407521513815017824199308814125695014280949384095732832347756965349952255408679778738656017648487235584
P40520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121	902730680004728186648378121252740134443305019949144944276406272
P40519	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144	23790622935391463402638000062315809943144302254532660715816041992294077598531584
P40518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	154	593424685349285119021673511406898830514619206373215079136305470915344209958404096
P40517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327	2872787998933943213533365852847460564157638107635661960834687160881218742818886198615998106512707990368885985626111624538326994918931311443499806353260544
P40516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	257	1165756245548914372868352356443689834580726903527358896897788679199297448259109016503922266188711359834891371527354187776
P40515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155	76314902951296954606696696425784314623793622218777659353948748831705788317696
P40514	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	678	17195849398733757160013232492166210891560592686307405057187308825001011258322049503538145177802132340200154533322450096744434876394774764927837733133440554265513373731926822302878006948279278892945269039815493288680547598076994917952510468571583634214276125927315690480594858670568880842414328337556746538546019973982330158901776219396636672
P40513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	266	10693415415119245930767157993584091382847581928352472765627740051876561894633044103791967715583692086533821267308754433122708226048
P40512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444	14521785757217780208058492568707736493462623609908408871819245474544534907042816449054048192775068189785701386758661243188504972416154365743457943213750803711834742664923760174662164140025334391281840161816576
P40511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	975	10531934894700001392582382131677386883789435538214452431318157110706496390119032730086466350716958018351193018445943083442901616089467365858727637646435456521071468028330194786480593720641159617978317493765437391430990992086737593421007238350338676199386672012361578249675347395650258040988208270125240812913772193172769907090895613261918521334310438268185121944153501655373782891884391150607162013157831624213044522832715209865575570384232017054858759995726084702208
P40510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469	91938939268425768309218010121315048307270227004246642900721300936574106653970636597395066467401248136862192079624249799400707162699060489367339404069077433961697322981342771981608975781680790254805288861985471885960293030396287677615833088
P40509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	296	2092588553659968811259385708171375379986563339173863754209701511237637491417674911922071465312220298039565075286829550615493135541712403300352
P40508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320	32391891911984414283806924257836805603413610624418442332688525436406007393346462908176504705573531517960395982271151638916432962677001604951568612851712
P40507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	360	63020208532883785077969610753869109332966190405116872043354926133966186016122694788102959840366984297990313048876585985612232109717681065678610110437830019616965776113664
P40506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365	115746702253946351858147032772283870718920179234216233098367974795283244069125766157295881878292570055977380971419723108486816845408358638986658350583315485861378245585636629151744
P40505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327	125351285588673670613861339660353898681202789171939547630988475661964956832216861131729431845890389613218589727596821422170207028059456652626177230129118700371968
P40504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	517	148151759643046752533782671346133671298444660452080303914695858072754500851933832568382111054320290359446998801182540061574107938382289095677967895711012222561020720291537031143704679268179562388944231541370656747261804796824256512
P40503	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	1847314733832389192647361390134997511720426968973312
P40502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157	332241865435874958156902392178403262037880884310584672786201616612315593517831618035712
P40501	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490	1615309848708894887080264762313744048178423370669749745472359489728364666301486872276477036330268136378411382628790659754132491826525463188020808532489989660139794476120658613433383870322188861182014675644437022690355419103083336838481337003523123366068224
P40500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205	9362336696390208307346402488832948252375806042560593156912972857927613375318841449868141155290447872
P40499	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491	16046661622413942089480805022654374919120702849524714007699087160114096267039446754023204608065566781942162738529748318137054560845349860072342639490862584711509888133611863984995920164606857907593396064087122904165142964353991914177748928502431744
P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	721	90359488699378637420512936450001655990743418940687913297208389615558637250347679825072637735149387701864396527443446331906823294291425190880031253841268470404408462012571131846748908952470648020728010818710379769922362131547917083925733568137235013450683424042239356328188817776661318958209784954736217030335237729546463046890921303808814350336
P40497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633	197556572764086137265274562250471330303363794974180860368430404798910777651653073363560843504566637234316738265716252713650147239760130359217949971544150913639196173349303250352176788679058732219847522665443509930809874392171177165377438050387912189179159118088708619858524501106849396770168399576981742494601445376
P40496	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	264	5500728094197142968501624482296343303933941321168967472030730479360371344975845732403275573859923912826039746558001251606331392
P40495	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	371	763589070029643368707968517503589539787859217784960581657297719377142520320534214077229165254777304130885233543137927332341255779590330551531675949179866933798353849768190499143302197295448064
P40494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810	9633287243761906300453143599938350796068969438780359130802013501950307780337975347565532795171914696985426513362500590481023774643806357384283596098534032552166687485806510878407310481749126830824763272559486775866642145410441695477304005332973770478525955764256163935654815264357829862033822476064752384348662372149888517293174552849662542055976834421217753610528387555434827866013695849656860248953180091580416
P40493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	336	1275139217007178452696343380334003689383980195840856400868616492329558887046476858843276284239607641736028948238086155417584300008742845180523450013520494592
P40492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	516	240428444464224990575266126649446071033263461807602116417139317815554964096181340299877626244669635258656053322424688106408323662451039878761099044735521342399065392941103593534680526727863520766355922372202488945442800482831096041964552761393545216
P40491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155	238753356105546626651066315293107456324915864647579299460057135145579184128
P40489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647	23459300880950318733102766362434810014147741666839563172999044797963067037456379926249808492414739257856337462711667417458240665466439302137365848193586163141180859927672130156058310988027113434707556334363507569851955301706304796360896673702314229850721120684259891023332136688489591746130365669464590435217387458554635703287808
P40488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101	750826493454204823511603471070465889029284954112
P40487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	425	2269412283191561804981645327490963492597188106279702856509974229037395640850104231645122541910185540602280357096021107000240874980789098988851595879288515281336645012211022197033865701762004744766255792128
P40486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507	14964020063220339894078452168182787810428096843139102034622607574312191838211366633690603266178588563942414075459676074121208848095550209857965397797701405267203340328994591793881669235299607788868048317380447898105516443749395780861952
P40485	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	686	265967665482093191207229168179599314532878719555560198234064754484784859934994261426903988800370804179934503200446959872030397386584532675566588666236749314686129010790869429808336743462146500071560926845663505630500116853207473648700400835606006968023404439414693562567053953149175405379312376783913203316957090311716995259540820721664
P40484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314	1183552184619391887899793671064475024906253492830854384499153951168714997194060170938597852719774104918822046080093595314557325177172018569557110161408
P40483	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	696	462718726136358005473659884381369502467824766077073059535249005620240908059502676916762018154653609422945074603377029129858205316549032880938162237903453410471841887668791069243117561215759281424470212819115084389434589285937233618841670932953728988501296838948123257693340208734000195964246297813726132707342321581180491284730136575345210425344
P40482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	926	72247694304463097575224995376492812959449871009378259748521320230320923469624230353741159726877704839452823869062941035388811139239651592110531157247881795609697698511292051188588819348515660652707600695809629370028660514650423755689800435944641351935448577385945175521423717094195692271542766758938237426547631053394215690113931052304730188715424177300197843459339591307068023051947269667664089939875901557671034588882482065083789673125656857976390649529761792
P40481	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	377	25829362936720107542390044072629451876264418337151314369815638596745906163001823177243711569585223282264424241918753110938308076205689176155665330171538795965644141764399674123553461833302016
P40480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1083	6143095248021415398922736809121600767477439299041850651508547103756641592979864939547080928610700047449908091495511221261642181013029020675662301454990359414378237336393816823484199398934229073525924767033777861028347672843370656907753552985464873827532241871971774238072131553480863624201719489300838835879187190238690302964545791213921196019710136286296133758428959947916283220381765854541792576851253880646585683548594096867031747337287924398992291563793955025360256627712321246964968207781019451242238160438034432
P40479	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	209	35381543653449306261791854116038192726690494144458269780643464594417129100748945201488887493039722009198592
P40478	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281	286030697928396986889017283985674872251913376423327501903538575317294574608153439523348143414864111988283051228268514199755217964357814126116864
P40477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1460	15931219797068270868229150382202553464379962432401681968235440862968651721264427906652284608023037762860209314121232145860881601950763029983797039657904547727394586370995164526925760459088304054176880205963310388599749698057554974665553806175225000469905751751082861653274294361587754502487839270642583048919803994277335723774964309300632458741672927199771085060514913014465350855369196248622575195126000935622713910393073697605071642109140461535545979108656373764667579858538242112122508431834137792225587257156168251824004543703733688291397106543618520986258382798189968590623760765605504464721763875161240318584076629851520918232540906988446229164716905405463498997861217942116300442361926224206190996445574302166159567421939122176
P40476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	318	1475121061921106667293405370578310565706389205558135510382204033877563016657840924046128688255845956799742631970736597013019282834276704304580127769680144263628501855240192
P40475	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563	22565005735465384102703473352785387216198680359823690507507233962726994551213030178092656741362765402969473012532015127628651189024945167285015284898556709764966856909909774714507811659449482009726235616988398034670363863068641717450554298430829969530544110121155363219455316556893735102944641024
P40474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	542	1151802280839600578782570025860479113669721870917955079848810078359570207146386208194826795813807051061661490425758353392780440181724626216831676055121138506221263727670185839048744348106852395192362576974429086605661525823602997803132684534509704752407551802039213739102183840993509376
